player_id,madden_id,season,overallrating,position_group,agility,acceleration,speed,stamina,strength,toughness,injury,awareness,jumping,trucking,throwpower,throwaccuracyshort,throwaccuracymid,throwaccuracydeep,playaction,throwonrun,carrying,ballcarriervision,stiffarm,spinmove,jukemove,catching,shortrouterunning,midrouterunning,deeprouterunning,spectacularcatch,catchintraffic,release,runblocking,passblocking,impactblocking,mancoverage,zonecoverage,tackle,hitpower,press,pursuit,kickaccuracy,kickpower,return
00-0020679,SHAUNHILL_QUARTERBACK,2008,79,quarterback,62,60,64,88.0,51,85.0,88.0,70,41.0,50.0,87,87,87,87,,,41,28.0,10.0,40.0,40.0,15,15.0,,15.0,15.0,15.0,15.0,10.0,10.0,10.0,24.0,19.0,16.0,10.0,10.0,26.0,10.0,20.0,10.0
00-0021296,JTOSULLIVAN_QUARTERBACK,2008,77,quarterback,60,58,58,85.0,60,74.0,86.0,68,51.0,42.0,87,86,86,86,,,55,15.0,9.0,19.0,54.0,24,10.0,,10.0,10.0,10.0,10.0,21.0,15.0,21.0,15.0,19.0,12.0,10.0,10.0,18.0,22.0,30.0,10.0
00-0003739,DAUNTECULPEPPER_QUARTERBACK,2008,80,quarterback,68,65,65,95.0,73,92.0,75.0,70,77.0,75.0,94,80,80,80,,,50,85.0,80.0,65.0,75.0,55,15.0,,15.0,15.0,15.0,20.0,24.0,15.0,24.0,16.0,29.0,38.0,20.0,10.0,22.0,18.0,27.0,0.0
00-0019623,TIMRATTAY_QUARTERBACK,2008,78,quarterback,56,55,52,88.0,47,65.0,80.0,74,46.0,45.0,86,87,87,87,,,55,21.0,10.0,17.0,25.0,34,10.0,,10.0,10.0,10.0,10.0,23.0,34.0,23.0,27.0,19.0,34.0,10.0,10.0,30.0,24.0,35.0,0.0
00-0022005,CHRISSIMMS_QUARTERBACK,2008,77,quarterback,62,62,63,87.0,54,90.0,70.0,70,56.0,55.0,88,83,83,83,,,55,53.0,24.0,35.0,60.0,28,10.0,,10.0,10.0,10.0,10.0,7.0,6.0,7.0,28.0,18.0,11.0,10.0,10.0,10.0,9.0,4.0,0.0
00-0001823,AARONBROOKS_QUARTERBACK,2008,76,quarterback,75,70,72,91.0,62,84.0,93.0,62,52.0,65.0,92,78,78,78,,,60,70.0,55.0,74.0,74.0,31,15.0,,15.0,25.0,10.0,15.0,37.0,30.0,37.0,31.0,21.0,21.0,10.0,10.0,23.0,19.0,17.0,0.0
00-0021277,CRAIGNALL_QUARTERBACK,2008,76,quarterback,60,62,60,75.0,58,60.0,88.0,68,50.0,59.0,88,84,84,84,,,55,33.0,25.0,37.0,52.0,27,10.0,,10.0,10.0,10.0,10.0,12.0,12.0,12.0,30.0,30.0,12.0,10.0,10.0,11.0,22.0,33.0,0.0
00-0022177,BYRONLEFTWICH_QUARTERBACK,2008,75,quarterback,50,52,54,88.0,70,95.0,82.0,65,50.0,60.0,95,80,80,80,,,55,52.0,65.0,50.0,60.0,24,15.0,,15.0,15.0,15.0,15.0,15.0,18.0,15.0,21.0,24.0,27.0,10.0,10.0,21.0,16.0,12.0,10.0
00-0018272,ANTHONYWRIGHT_QUARTERBACK,2008,75,quarterback,70,73,69,85.0,55,77.0,80.0,70,52.0,55.0,86,77,77,77,,,70,68.0,45.0,72.0,73.0,28,10.0,,10.0,10.0,10.0,10.0,20.0,22.0,20.0,27.0,13.0,30.0,10.0,10.0,28.0,20.0,30.0,0.0
00-0024408,BRUCEGRADKOWSKI_QUARTERBACK,2008,74,quarterback,70,72,70,90.0,49,74.0,91.0,60,66.0,42.0,86,82,82,82,,,60,57.0,15.0,55.0,64.0,35,15.0,,15.0,15.0,15.0,15.0,11.0,14.0,11.0,13.0,11.0,21.0,10.0,10.0,19.0,12.0,12.0,0.0
00-0022026,BROOKSBOLLINGER_QUARTERBACK,2008,73,quarterback,68,66,65,88.0,55,69.0,78.0,65,59.0,54.0,81,84,84,84,,,70,62.0,36.0,58.0,60.0,20,15.0,,15.0,15.0,15.0,15.0,7.0,5.0,7.0,12.0,21.0,10.0,10.0,10.0,10.0,5.0,5.0,0.0
00-0024296,CHARLIEWHITEHURST_QUARTERBACK,2008,73,quarterback,61,64,62,88.0,62,72.0,70.0,62,83.0,55.0,81,88,88,88,,,60,55.0,45.0,52.0,60.0,32,10.0,,10.0,10.0,10.0,10.0,12.0,21.0,12.0,12.0,16.0,31.0,10.0,10.0,18.0,28.0,24.0,15.0
00-0022590,JAREDLORENZEN_QUARTERBACK,2008,72,quarterback,63,64,64,80.0,65,72.0,85.0,62,55.0,75.0,88,78,78,78,,,70,48.0,64.0,55.0,55.0,24,10.0,,10.0,10.0,10.0,10.0,21.0,15.0,21.0,10.0,10.0,25.0,35.0,10.0,27.0,22.0,30.0,0.0
00-0020405,MARQUESTUIASOSOPO_QUARTERBACK,2008,72,quarterback,71,73,71,90.0,63,82.0,87.0,64,51.0,75.0,84,78,78,78,,,70,74.0,64.0,80.0,79.0,28,15.0,,15.0,15.0,15.0,15.0,29.0,16.0,29.0,22.0,25.0,26.0,10.0,10.0,18.0,29.0,24.0,0.0
00-0024362,INGLEMARTIN_QUARTERBACK,2008,69,quarterback,82,83,79,92.0,58,80.0,90.0,48,77.0,68.0,88,76,76,76,,,70,71.0,50.0,73.0,76.0,70,52.0,,52.0,38.0,40.0,45.0,17.0,15.0,17.0,33.0,35.0,37.0,10.0,10.0,20.0,60.0,70.0,0.0
00-0024812,TYLERPALKO_QUARTERBACK,2008,69,quarterback,70,72,71,85.0,55,75.0,86.0,56,65.0,40.0,85,77,77,77,,,65,60.0,25.0,40.0,55.0,35,15.0,,15.0,15.0,15.0,15.0,20.0,20.0,30.0,12.0,20.0,25.0,10.0,10.0,20.0,30.0,30.0,0.0
00-0026363,ALEXBRINK_QUARTERBACK,2008,69,quarterback,66,65,65,90.0,60,80.0,92.0,48,50.0,50.0,88,82,82,82,,,65,65.0,45.0,55.0,65.0,30,10.0,,10.0,10.0,10.0,10.0,20.0,15.0,30.0,15.0,20.0,30.0,10.0,10.0,20.0,25.0,25.0,0.0
00-0024437,DJSHOCKLEY_QUARTERBACK,2008,68,quarterback,87,86,83,90.0,58,75.0,80.0,42,86.0,66.0,89,75,75,75,,,75,70.0,62.0,78.0,81.0,72,32.0,,32.0,44.0,25.0,36.0,25.0,23.0,25.0,26.0,32.0,35.0,10.0,10.0,22.0,17.0,19.0,0.0
00-0024824,MATTGUTIERREZ_QUARTERBACK,2008,68,quarterback,66,66,65,90.0,65,85.0,82.0,54,60.0,60.0,87,78,78,78,,,64,65.0,40.0,55.0,65.0,25,15.0,,15.0,10.0,10.0,10.0,20.0,20.0,20.0,15.0,20.0,20.0,10.0,10.0,20.0,15.0,15.0,0.0
00-0022101,BRIANSTPIERRE_QUARTERBACK,2008,69,quarterback,54,54,52,85.0,50,65.0,77.0,65,42.0,40.0,83,81,81,81,,,55,15.0,10.0,35.0,35.0,25,15.0,,15.0,15.0,15.0,15.0,9.0,21.0,9.0,19.0,28.0,14.0,10.0,10.0,17.0,14.0,9.0,10.0
00-0037077,SAMKELLER_QUARTERBACK,2008,70,quarterback,60,60,60,92.0,62,85.0,86.0,52,50.0,50.0,91,82,82,82,,,60,30.0,40.0,30.0,40.0,30,10.0,,10.0,10.0,10.0,10.0,20.0,15.0,30.0,15.0,20.0,30.0,10.0,10.0,20.0,25.0,25.0,0.0
